treasure itemtypes "Common","Uncommon","Rare","Epic","Legendary","Divine","Unique"
new subtable "0,1; 1,1"
object category "T_FOR_BlacksmithsCellar_Tools",1,0,0,0,0,0,0,0
new treasuretable "FOR_BlacksmithsCellar_Generic"
new subtable "1,1"
object category "T_FOR_BlacksmithsCellar_Weapons",2,0,0,0,0,0,0,0
object category "T_ST_Tools",1,0,0,0,0,0,0,0
object category "T_Empty",1,0,0,0,0,0,0,0
new treasuretable "FOR_BlacksmithsCellar_FineWeapon"
new subtable "-1"
object category "I_FOR_Village_Blacksmith_FineSword",1,0,0,0,0,0,0,0
new treasuretable "FOR_IncompleteMasterwork"
new subtable "-1"
object category "I_FOR_IncompleteMasterwork_SussurGreatsword",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_FOR_IncompleteMasterwork_SussurShortbow",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_FOR_IncompleteMasterwork_SussurDagger",1,0,0,0,0,0,0,0
new treasuretable "FOR_Apothecary_Books"
new subtable "1,1;2,1"
object category "BookScholar",1,0,0,0,0,0,0,0
new treasuretable "FOR_Apothecary_Potions_Healing"
new subtable "1,1;2,1;3,1"
object category "I_OBJ_Potion_Healing",4,0,0,0,0,0,0,0
object category "I_OBJ_Potion_Healing_Greater",1,0,0,0,0,0,0,0
new treasuretable "FOR_Apothecary_Potions_Various"
new subtable "1,1;2,1;3,1"
object category "I_OBJ_Potion_Of_Fire_Resistance",1,0,0,0,0,0,0,0
object category "I_OBJ_Potion_Of_Vitality",1,0,0,0,0,0,0,0
object category "I_OBJ_Potion_Of_Speed",1,0,0,0,0,0,0,0
object category "I_OBJ_Bottle",3,0,0,0,0,0,0,0
new treasuretable "FOR_ApothecaryHouse"
new subtable "1,1"
object category "T_FOR_Apothecary_Books",1,0,0,0,0,0,0,0
object category "T_FOR_Apothecary_Potions_Healing",1,0,0,0,0,0,0,0
object category "T_FOR_Apothecary_Potions_Various",1,0,0,0,0,0,0,0
object category "T_Empty",1,0,0,0,0,0,0,0
new treasuretable "FOR_SchoolOgre_Dumb"
new subtable "1,1"
object category "T_Gold_Pocket_Poor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_Food_Pork_Head",1,0,0,0,0,0,0,0
object category "T_ST_Food_Chicken_Whole",1,0,0,0,0,0,0,0
new treasuretable "FOR_SchoolOgre_Smart"
new subtable "1,1"
object category "T_Gold_Pocket_Normal",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_Food_Sausage",1,0,0,0,0,0,0,0
new treasuretable "FOR_SchoolOgre_Smart_Corpse"
new subtable "-1"
object category "I_FOR_OgresForHire_HeadbandOfIntellect",1,0,0,0,0,0,0,0
new treasuretable "FOR_SchoolOgre_DeadTiefling"
new subtable "1,1"
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Rope",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_SimpleMeleeWeapons",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Kit_ThievesTools",1,0,0,0,0,0,0,0
new treasuretable "FOR_SchoolOgre_Books"
new subtable "1,1;2,1"
object category "BookChildren",1,0,0,0,0,0,0,0
new treasuretable "FOR_SchoolOgre_Stash_Food"
new subtable "1,1;2,1;3,1"
object category "T_ST_Food_Meat_Grilled",3,0,0,0,0,0,0,0
object category "T_ST_Food_Sausage",3,0,0,0,0,0,0,0
object category "T_ST_Food_Sausage_Pile",1,0,0,0,0,0,0,0
object category "T_ST_Food_Pork_Piece_Raw",2,0,0,0,0,0,0,0
new treasuretable "FOR_SchoolOgre_Stash_Valuables"
new subtable "1,1"
object category "T_Gold_Stash_Normal",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Kitchenware_Cutlery_Ladle",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_Toy_TeddyBear_Worn",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_MilkCan_Ancient",1,0,0,0,0,0,0,0
new treasuretable "FOR_Village_Container_Tools"
new subtable "1,1"
object category "T_Supply_Tools",2,0,0,0,0,0,0,0
object category "I_OBJ_Tool_Shears",1,0,0,0,0,0,0,0
object category "I_OBJ_Tool_Shovel",1,0,0,0,0,0,0,0
new treasuretable "FOR_Village_Container_Generic"
new subtable "1,1"
object category "T_Kitchen_Poor",3,0,0,0,0,0,0,0
object category "T_Supply_Alcohol",1,0,0,0,0,0,0,0
object category "T_FOR_Village_Container_Tools",1,0,0,0,0,0,0,0
object category "T_Empty",1,0,0,0,0,0,0,0
new treasuretable "FOR_Village_SleepingBugbear"
new subtable "1,1"
object category "T_Gold_Pocket_Poor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_GOB_Goblin_Generic",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_GEN_Valuables_Ring_Copper",1,0,0,0,0,0,0,0
new treasuretable "FOR_ThayanCellar_Coffin_Generic"
new subtable "0,1;1,3"
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
object category "I_OBJ_Bone",1,0,0,0,0,0,0,0
object category "I_OBJ_Candle",1,0,0,0,0,0,0,0
new treasuretable "FOR_ThayanCellar_Coffin_First"
new subtable "1,1"
object category "I_OBJ_Scroll_SummonQuasit",0,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Gold_Stash_Poor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_FOR_ThayanCellar_Coffin_Generic",1,0,0,0,0,0,0,0
new treasuretable "FOR_ThayanCellar_Ingredients_Rare"
new subtable "1,1"
object category "T_Supply_Alchemy_Mushrooms_Rare",2,0,0,0,0,0,0,0
object category "T_Supply_Alchemy_Crystals",1,0,0,0,0,0,0,0
new treasuretable "FOR_ThayanCellar_Potions"
new subtable "1,1"
object category "T_Alchemy_Potion_Supply",1,0,0,0,0,0,0,0
new treasuretable "FOR_ThayanCellar_Potions_Healing"
new subtable "1,1"
object category "T_Supply_Alchemy_Potion_Healing",1,0,0,0,0,0,0,0
new treasuretable "FOR_ThayanCellar_Supply_Poison"
new subtable "1,1"
object category "T_Supply_Alchemy_Poison",1,0,0,0,0,0,0,0
new treasuretable "FOR_ThayanCellar_JewelledChest_Treasure"
new subtable "-1"
object category "I_UNI_ARM_OfDefense_Gloves",1,0,0,0,0,0,0,0
new treasuretable "FOR_Windmill_GoblinStash"
new subtable "2,1"
object category "I_CONS_DRINK_Rum",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_GreaseBottle",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "I_OBJ_FireBottle",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_FOOD_Meat_Grilled",1,0,0,0,0,0,0,0
new treasuretable "FOR_UnfortunateGnome_Backpack"
new subtable "1,1"
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "I_CONS_FOOD_Fruit_Apple",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_CONS_FOOD_Bread_Baguette",1,0,0,0,0,0,0,0
new treasuretable "FOR_UnfortunateGnome_MillCellarChest"
new subtable "-1"
object category "I_MAG_ChargedLightning_Dash_Boots",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Exploration_Additional",1,0,0,0,0,0,0,0
new treasuretable "FOR_Spiders_TravellerBackpack"
new subtable "2,1"
object category "T_Gold_Pocket_Modest",2,0,0,0,0,0,0,0
object category "T_Gold_Meager",2,0,0,0,0,0,0,0
object category "T_ST_GEN_Valuables_Jewelry_Copper",1,0,0,0,0,0,0,0
object category "I_OBJ_Potion_Healing",1,0,0,0,0,0,0,0
object category "T_ST_MusicInstrument",1,0,0,0,0,0,0,0
new treasuretable "FOR_Spiders_RichBackpack"
new subtable "1,1"
object category "T_Gold_Stash_Modest",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Potion_Healing_Greater",1,0,0,0,0,0,0,0
new treasuretable "FOR_Spiders_ApprenticeBackpack"
new subtable "1,1"
object category "I_OBJ_FireBottle",1,0,0,0,0,0,0,0
new treasuretable "FOR_Spiders_ApprenticeSkeleton"
new subtable "-1"
object category "I_MAG_Mobility_LowHP_Momentum_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_Skeleton",1,0,0,0,0,0,0,0
new treasuretable "FOR_Spiders_Cocoon"
new subtable "1,3; 2,1"
object category "I_OBJ_Bone",3,0,0,0,0,0,0,0
object category "I_OBJ_Skull",1,0,0,0,0,0,0,0
object category "T_Alchemy_Potion",3,0,0,0,0,0,0,0
object category "T_Scroll",2,0,0,0,0,0,0,0
object category "I_ARM_Helmet_Leather",1,0,0,0,0,0,0,0
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
object category "I_WPN_Dagger",1,0,0,0,0,0,0,0
object category "I_WPN_Club",1,0,0,0,0,0,0,0
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
object category "I_WPN_Torch",1,0,0,0,0,0,0,0
object category "T_ST_GEN_Valuables_Jewelry_Copper",1,0,0,0,0,0,0,0
object category "I_ARM_Shoes",1,0,0,0,0,0,0,0
object category "I_ARM_Gloves_Leather",1,0,0,0,0,0,0,0
new treasuretable "FOR_Spiders_JusticiarSkeleton"
new subtable "1,1"
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_GEN_Valuables_Jewelry_Silver",2,0,0,0,0,0,0,0
new treasuretable "FOR_Spiders_SpiderHermit_Books"
new subtable "2,1;3,1"
object category "BookScholar",1,0,0,0,0,0,0,0
new treasuretable "FOR_Spiders_SpiderHermit_Scrolls"
new subtable "1,1"
object category "I_OBJ_Scroll_Web",1,0,0,0,0,0,0,0
new subtable "2,1; 3,1; 4,1"
object category "T_Scroll",2,0,0,0,0,0,0,0
new treasuretable "FOR_Spiders_SpiderHermit_Chest"
new subtable "1,1"
object category "T_Gold_Stash_Modest",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new treasuretable "FOR_Spiders_SpiderQueen"
new subtable "-1"
object category "I_FOR_SpiderQueen_Robe",1,0,0,0,0,0,0,0
new treasuretable "FOR_ZhentSupplyStash"
new subtable "1,1"
object category "T_Gold_Stash_Normal",1,0,0,0,0,0,0,0
new subtable "3,1; 4,1"
object category "T_Alchemy_Potion",2,0,0,0,0,0,0,0
object category "T_Scroll",1,0,0,0,0,0,0,0
new subtable "2,1; 3,1"
object category "I_OBJ_Kit_ThievesTools",1,0,0,0,0,0,0,0
object category "I_OBJ_Kit_TrapDisarm",1,0,0,0,0,0,0,0
new treasuretable "FOR_Goblin_OverlookChest"
new subtable "-1"
object category "I_MAG_LowHP_TemporaryHP_Shield",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Exploration_Additional",1,0,0,0,0,0,0,0
new treasuretable "FOR_Goblin_WarMapStash"
new subtable "1,1"
object category "T_Supply_Alcohol",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supply_Arrows",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supply_Potions",1,0,0,0,0,0,0,0
new subtable "2,1; 3,1"
object category "T_ST_Throwable",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Mobility_JumpOnDash_Gloves",1,0,0,0,0,0,0,0
new treasuretable "_HAG"
new treasuretable "HAG_Brother"
new subtable "1,1"
object category "T_Gold_Pocket_Poor",1,0,0,0,0,0,0,0
new subtable "1,1; 2,1"
object category "I_OBJ_Tool_Hammer",1,0,0,0,0,0,0,0
object category "I_CONS_DRINK_Rum",1,0,0,0,0,0,0,0
object category "I_CONS_FOOD_Fruit_Apple",1,0,0,0,0,0,0,0
object category "I_CONS_FOOD_Bread_Baguette",1,0,0,0,0,0,0,0
new treasuretable "HAG_GurHunter"
new subtable "1,1"
object category "T_Gold_Pocket_Poor",1,0,0,0,0,0,0,0
new subtable "4,1"
object category "I_WPN_Torch",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_CONS_FOOD_Vegetable_Garlic",1,0,0,0,0,0,0,0
new treasuretable "HAG_GurHunter_Backpack"
new subtable "1,1"
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "I_OBJ_Kit_TrapDisarm",1,0,0,0,0,0,0,0
new subtable "5,1"
object category "I_CONS_FOOD_Vegetable_Garlic",1,0,0,0,0,0,0,0
new treasuretable "HAG_SurrogateMother"
new subtable "1,1"
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
new treasuretable "HAG_Redcap"
new subtable "1,1"
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
object category "I_CONS_Herbs_Wispweed",1,0,0,0,0,0,0,0
object category "I_CONS_Mushrooms_Bonecap",1,0,0,0,0,0,0,0
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new treasuretable "HAG_AbandonedCamp_Backpack_Traveller"
new subtable "1,1"
object category "BookTravel",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Rope",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supply_MeatAndCheese",1,0,0,0,0,0,0,0
new treasuretable "HAG_AbandonedCamp_Backpack_Wizard"
new subtable "2,1"
object category "T_Scroll",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new treasuretable "HAG_AbandonedCamp_Backpack_Bard"
new subtable "1,1"
object category "I_CONS_DRINK_Wine",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supply_Fruits",1,0,0,0,0,0,0,0
new treasuretable "HAG_Swamp_Chest"
new subtable "1,1"
object category "T_Exploration_Minor",1,0,0,0,0,0,0,0
new treasuretable "HAG_WoodWoad"
new subtable "1,1"
object category "T_Empty",1,0,0,0,0,0,0,0
new treasuretable "HAG_WoodWoad_Chest"
new subtable "-1"
object category "I_MAG_ChargedLightning_AbilityCheckBoost_Gloves",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Exploration_Additional",1,0,0,0,0,0,0,0
new treasuretable "ST_HAG_Belongings_Book"
new subtable "1,1"
object category "BookCommon",1,0,0,0,0,0,0,0
object category "BookMonsters",1,0,0,0,0,0,0,0
new treasuretable "HAG_Belongings"
new subtable "1,1; 2,1; 3,1"
object category "T_ST_HAG_Belongings_Book",1,0,0,0,0,0,0,0
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
object category "I_OBJ_Bottle",1,0,0,0,0,0,0,0
object category "T_Kitchen_Poor",3,0,0,0,0,0,0,0
object category "T_ST_RandomPotion",3,0,0,0,0,0,0,0
new treasuretable "HAG_Supply_Alchemy"
new subtable "1,1"
object category "T_Supply_Alchemy_Herbs",2,0,0,0,0,0,0,0
object category "T_Supply_Alchemy_Mushrooms_Common",2,0,0,0,0,0,0,0
object category "T_Supply_Alchemy_Mushrooms_Underdark",1,0,0,0,0,0,0,0
new treasuretable "HAG_Belongings_Evil"
new subtable "1,1; 2,1"
object category "T_Alchemy_Poison",1,0,0,0,0,0,0,0
object category "I_OBJ_Skull",1,0,0,0,0,0,0,0
object category "I_OBJ_Bone",1,0,0,0,0,0,0,0
object category "I_OBJ_FOOD_Meat",1,0,0,0,0,0,0,0
object category "I_OBJ_FOOD_PorkHead",1,0,0,0,0,0,0,0
object category "I_I_OBJ_Candle",1,0,0,0,0,0,0,0
new treasuretable "HAG_Chest"
new subtable "1,1"
object category "T_Gold_Stash_Poor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_GEN_Valuables_Ring_Copper",1,0,0,0,0,0,0,0
object category "T_Empty",1,0,0,0,0,0,0,0
new treasuretable "HAG_Chest_Potions"
new subtable "4,1"
object category "T_Alchemy_Potion",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Potion_Of_Speed",1,0,0,0,0,0,0,0
new treasuretable "HAG_Evil_Chest"
new subtable "1,1"
object category "T_Gold_Stash_Modest",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_GEN_Valuables_Necklace_Copper",1,0,0,0,0,0,0,0
object category "T_Empty",1,0,0,0,0,0,0,0
new treasuretable "HAG_Lair_RingChest"
new subtable "3,1"
object category "T_ST_GEN_Valuables_Ring_Copper",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_GEN_Valuables_Ring_Silver",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_GEN_Valuables_Ring_Gold",1,0,0,0,0,0,0,0
new treasuretable "HAG_Hag"
new subtable "1,1"
object category "T_Empty",1,0,0,0,0,0,0,0
new treasuretable "HAG_HagVictim_Noble"
new subtable "1,1"
object category "T_Gold_Pocket_Normal",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_GEN_Valuables_Jewelry_Gold",5,0,0,0,0,0,0,0
new treasuretable "HAG_HagVictim_Traveler"
new subtable "0,1;1,1"
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Rope",1,0,0,0,0,0,0,0
object category "I_ARM_Instrument_Flute",1,0,0,0,0,0,0,0
object category "I_OBJ_Bottle",1,0,0,0,0,0,0,0
new treasuretable "HAG_Reward_Hair"
new subtable "-1"
object category "I_QUEST_HAG_HagHair_Wisdom",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_QUEST_HAG_HagHair_Strength",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_QUEST_HAG_HagHair_Constitution",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_QUEST_HAG_HagHair_Dexterity",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_QUEST_HAG_HagHair_Intelligence",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_QUEST_HAG_HagHair_Charisma",1,0,0,0,0,0,0,0
new treasuretable "HAG_MuderousFrog_Pouch"
new subtable "1,1"
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "T_Scroll",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new treasuretable "HAG_Ethel"
new subtable "1,1"
object category "T_Gold_Trader_Wealthy",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_UNI_RepeatStaff",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "I_OBJ_Potion_Healing_Greater",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "T_ST_RandomPotion",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "T_Alchemy_Poison",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "I_OBJ_FireBottle",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "I_OBJ_AcidBottle",1,0,0,0,0,0,0,0
new subtable "7,1"
object category "T_Scroll",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_UNI_Bow_SpellslotRecharge",1,0,0,0,0,0,0,0
new treasuretable "_PLA"
new treasuretable "PLA_Cart_Generic"
new subtable "1,1"
object category "T_Supply_Tools",5,0,0,0,0,0,0,0
object category "T_Supply_Fruits",1,0,0,0,0,0,0,0
object category "T_Supply_MeatOnly",1,0,0,0,0,0,0,0
object category "T_Supply_CheeseOnly",1,0,0,0,0,0,0,0
object category "T_Supply_MeatAndCheese",1,0,0,0,0,0,0,0
object category "T_Supply_Alcohol",2,0,0,0,0,0,0,0
object category "T_Supply_Vegetables",4,0,0,0,0,0,0,0
new treasuretable "PLA_Corpse_Trader_Generic"
new subtable "1,1"
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_GEN_Valuables_Jewelry_Copper",1,0,0,0,0,0,0,0
object category "T_ST_GEN_Valuables_Jewelry_Silver",1,0,0,0,0,0,0,0
object category "I_CONS_DRINK_Wine",1,0,0,0,0,0,0,0
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new treasuretable "PLA_Corpse_Skeleton_River"
new subtable "1,1"
object category "T_ST_GEN_Valuables_Necklace_Silver",1,0,0,0,0,0,0,0
new treasuretable "PLA_Corpse_Zhent"
new subtable "1,1"
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_WPN_Dagger",1,0,0,0,0,0,0,0
object category "I_WPN_LightCrossbow",1,0,0,0,0,0,0,0
object category "I_WPN_HandCrossbow",1,0,0,0,0,0,0,0
object category "I_WPN_Shortsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_FireBottle",1,0,0,0,0,0,0,0
object category "T_Alchemy_Coating",1,0,0,0,0,0,0,0
object category "T_Empty",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supply_MeatAndCheese",1,0,0,0,0,0,0,0
object category "T_Empty",1,0,0,0,0,0,0,0
new treasuretable "PLA_Cart_Zhent_Gems"
new subtable "3,1"
object category "I_CONS_FOOD_Fruit_Apple",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Agate",1,0,0,0,0,0,0,0
new treasuretable "PLA_Cart_Zhent_Poison"
new subtable "3,1"
object category "I_CONS_DRINK_Wine",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "T_Alchemy_Coating",1,0,0,0,0,0,0,0
new treasuretable "PLA_Cart_Zhent_FireBottles"
new subtable "2,1"
object category "I_OBJ_FireBottle",1,0,0,0,0,0,0,0
new treasuretable "PLA_Cave_ZhentBackpack"
new subtable "1,1"
object category "I_OBJ_Potion_Healing",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supply_CampFood",1,0,0,0,0,0,0,0
new treasuretable "PLA_Cave_Zhent_Survivor"
new subtable "1,1"
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new treasuretable "PLA_Cave_Barrel"
new subtable "1,1"
object category "T_Supply_Alcohol",3,0,0,0,0,0,0,0
object category "T_Empty",1,0,0,0,0,0,0,0
new treasuretable "PLA_Cave_Crate_Weapons"
new subtable "2,1"
object category "I_WPN_Dagger",1,0,0,0,0,0,0,0
object category "I_WPN_HandCrossbow",1,0,0,0,0,0,0,0
object category "I_WPN_Shortsword",1,0,0,0,0,0,0,0
object category "I_WPN_LightCrossbow",1,0,0,0,0,0,0,0
new treasuretable "PLA_Cave_Crate"
new subtable "1,1"
object category "T_PLA_Cave_Crate_Weapons",1,0,0,0,0,0,0,0
object category "T_Supply_Lockpicks",1,0,0,0,0,0,0,0
object category "T_Supply_Torches",1,0,0,0,0,0,0,0
object category "I_OBJ_Potion_Healing",1,0,0,0,0,0,0,0
new treasuretable "PLA_Cave_Backpack"
new subtable "2,1"
object category "T_Supply_Alcohol",1,0,0,0,0,0,0,0
object category "T_Kitchen_Tableware_Poor",1,0,0,0,0,0,0,0
object category "T_Kitchen_Cups_Poor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Gold_Pocket_Poor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Potion_Healing",1,0,0,0,0,0,0,0
new treasuretable "PLA_Cave_BanditChest"
new subtable "-1"
object category "I_MAG_Rage_TempHPOnExit_Gloves",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Exploration_Additional",1,0,0,0,0,0,0,0
new treasuretable "PLA_Cave_BanditArrows"
new subtable "2,1"
object category "T_ST_SpecialArrow",1,0,0,0,0,0,0,0
new treasuretable "PLA_ConflictedFlind"
new subtable "-1"
object category "I_PLA_ConflictedFlind_Flail_Broken",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Monster_Gnoll",1,0,0,0,0,0,0,0
new treasuretable "PLA_ConflictedFlind_EA"
new subtable "1,1"
object category "I_OBJ_Skull",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Bone",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Ruby",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_PLA_ConflictedFlind_Flail_Broken",1,0,0,0,0,0,0,0
new treasuretable "FOR_UnfortunateGnomeTrader"
new subtable "1,1"
object category "T_Gold_Trader_Modest",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "T_ST_Throwable",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "T_ST_Tools",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "T_Supplies_Camp_Pack",1,0,0,0,0,0,0,0
new treasuretable "PLA_Tollhouse_Barracks_Closet"
new subtable "1,1; 2,1"
object category "I_CONS_DRINK_Wine",1,0,0,0,0,0,0,0
object category "I_CONS_DRINK_Rum",1,0,0,0,0,0,0,0
object category "T_Gold_Meager",4,0,0,0,0,0,0,0
object category "T_Kitchen_Cups_Poor",4,0,0,0,0,0,0,0
object category "I_CONS_FOOD_Fruit_Apple",2,0,0,0,0,0,0,0
object category "T_ST_MusicInstrument",1,0,0,0,0,0,0,0
new treasuretable "PLA_Tollhouse_Barracks_Crate"
new subtable "1,1"
object category "T_ST_MartialMeleeWeapons",2,0,0,0,0,0,0,0
object category "T_ST_SimpleRangedWeapons",1,0,0,0,0,0,0,0
object category "I_ARM_Padded_Body",1,0,0,0,0,0,0,0
object category "T_Empty",1,0,0,0,0,0,0,0
new treasuretable "PLA_Tollhouse_Supplies_Food"
new subtable "1,1"
object category "T_Supply_CheeseOnly",1,0,0,0,0,0,0,0
object category "T_Supply_MeatOnly",2,0,0,0,0,0,0,0
object category "T_Supply_Vegetables",4,0,0,0,0,0,0,0
object category "T_Empty",1,0,0,0,0,0,0,0
new treasuretable "PLA_Tollhouse_Supplies_Potions"
new subtable "2,1"
object category "I_OBJ_Potion_Healing",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Potion_Healing_Greater",1,0,0,0,0,0,0,0
new treasuretable "PLA_Corpse_Tollcollector_Outside"
new subtable "1,1"
object category "T_Gold_Stash_Modest",1,0,0,0,0,0,0,0
new treasuretable "PLA_Corpse_Tollcollector_Inside"
new subtable "1,1"
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
new treasuretable "PLA_Confiscated_Alcohol"
new subtable "1,1"
object category "T_Supply_Alcohol",1,0,0,0,0,0,0,0
new treasuretable "PLA_Tollhouse_Gold"
new subtable "1,1"
object category "T_Gold_Stash_Wealthy",1,0,0,0,0,0,0,0
new treasuretable "PLA_Tollhouse_Bookshelf"
new subtable "1,1;2,1"
object category "BookNews",1,0,0,0,0,0,0,0
object category "BookEntertainment",1,0,0,0,0,0,0,0
new treasuretable "ST_PLA_Confiscated_Jewelry_Rings"
new subtable "1,1"
object category "T_ST_GEN_Valuables_Ring_Copper",3,0,0,0,0,0,0,0
object category "T_ST_GEN_Valuables_Ring_Silver",2,0,0,0,0,0,0,0
object category "T_ST_GEN_Valuables_Ring_Gold",1,0,0,0,0,0,0,0
new treasuretable "ST_PLA_Confiscated_Jewelry_Necklaces"
new subtable "1,1"
object category "T_ST_GEN_Valuables_Necklace_Copper",15,0,0,0,0,0,0,0
object category "T_ST_GEN_Valuables_Necklace_Silver",5,0,0,0,0,0,0,0
object category "T_ST_GEN_Valuables_Necklace_Gold",1,0,0,0,0,0,0,0
new treasuretable "PLA_Confiscated_Potions"
new subtable "2,1;3,1"
object category "T_Alchemy_Potion_Utility",1,0,0,0,0,0,0,0
object category "T_Alchemy_Poison",1,0,0,0,0,0,0,0
new treasuretable "PLA_Confiscated_Jewelry"
new subtable "3,1;4,1"
object category "T_ST_PLA_Confiscated_Jewelry_Rings",2,0,0,0,0,0,0,0
object category "T_ST_PLA_Confiscated_Jewelry_Necklaces",1,0,0,0,0,0,0,0
new treasuretable "PLA_Confiscated_MetalBars"
new subtable "1,1;2,1"
