treasure itemtypes "Common","Uncommon","Rare","Epic","Legendary","Divine","Unique"
new subtable "-1"
object category "I_MAG_PoR_OfVigilance_Halberd",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Slicing_Shortsword",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_OfTheDuelist_Gloves",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_PHB_Sentinel_Shield",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Barbarian_Magic_Armor_1",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_BarbMonk_Cloth_Hat_A_1_Late",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_StrongString_Longbow",1,0,0,0,0,0,0,0
new subtable "1,1;2,1"
object category "I_WPN_Torch",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "I_ALCH_Solution_Potion_Rest_Lesser",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_SCL_Supplies_Trader",1,0,0,0,0,0,0,0
new treasuretable "MOO_BugBearVendor_PrivateStash"
new subtable "1,1"
object category "T_MOO_BugBearvendor_Trade",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Blindside_Shortsword",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_ARM_Splint_Body_Dwarven",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Fighter_ActionSurge_AttackBonus_Gloves",1,0,0,0,0,0,0,0
new treasuretable "MOO_ZhentQuartermaster"
new subtable "1,1"
object category "T_GOB_Quartermaster",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Poison_PoisonLethality_Ring",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_BG_OfCrushing_Gloves",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Druid_Late_Hide_Armor_2",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Paladin_RestoreChannelDivinity_Armor",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_MagicMissile_HandCrossbow",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Thunder_InflictDazeOnThunderDamage_Ring",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_BG_DragonsBreath_Glaive",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_ofMarksmanship_Hat",1,0,0,0,0,0,0,0
new treasuretable "MOO_PrisonWarden"
new subtable "1,1"
object category "T_MOO_Cultist",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ALCH_Solution_Potion_Rest_Lesser",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Restoration_SpellSlotRestoration_Amulet",1,0,0,0,0,0,0,0
new treasuretable "MOO_ConfiscatedGoods"
new subtable "-1"
object category "I_MAG_CQCaster_SpellDCBonusWhileThreatened_Circlet",1,0,0,0,0,0,0,0
new treasuretable "MOO_EvidenceChest"
new subtable "-1"
object category "I_MAG_Radiant_RadiatingOrb_Armor",1,0,0,0,0,0,0,0
new treasuretable "ORI_Gale_BalthazarCircle"
new subtable "-1"
object category "I_Quest_GLO_Moonlantern_Gale",1,0,0,0,0,0,0,0
new treasuretable "_SHA"
new treasuretable "SHA_CryptFront_Vase"
new subtable "0,2; 1,4"
object category "T_Valuables_Incense",5,0,0,0,0,0,0,0
object category "I_I_OBJ_Candle",3,0,0,0,0,0,0,0
object category "T_Kitchen_Cups_Medium",2,0,0,0,0,0,0,0
new treasuretable "SHA_Temple_Junk"
new subtable "1,1"
object category "I_OBJ_Skull",3,0,0,0,0,0,0,0
object category "I_OBJ_Bone",2,0,0,0,0,0,0,0
new treasuretable "SHA_Temple_Incense"
new subtable "1,2; 2,4; 3,1"
object category "T_Valuables_Incense",1,0,0,0,0,0,0,0
new treasuretable "SHA_Temple_Cups"
new subtable "1,2; 2,4; 3,1"
object category "T_Kitchen_Cups_Medium",1,0,0,0,0,0,0,0
new treasuretable "SHA_Temple_Candles"
new subtable "1,2; 2,4; 3,1"
object category "I_OBJ_Candle_Gold_Purple",1,0,0,0,0,0,0,0
new treasuretable "SHA_Temple_Vase"
new subtable "0,1; 1,2; 2,1"
object category "T_SHA_Temple_Junk",2,0,0,0,0,0,0,0
object category "T_SHA_Temple_Incense",4,0,0,0,0,0,0,0
object category "T_SHA_Temple_Cups",2,0,0,0,0,0,0,0
object category "T_SHA_Temple_Candles",3,0,0,0,0,0,0,0
new treasuretable "SHA_EntranceAltar_RitualBackpack"
new subtable "1,1"
object category "T_ST_Alchemy_Loot_Rare",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_Alchemy_Herb_Rare",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supply_Scrolls_Healing_Single",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Candle",1,0,0,0,0,0,0,0
new treasuretable "SHA_CryptFront_Sarcophagus_Generic"
new subtable "0,1;1,1"
object category "I_OBJ_Skull",1,0,0,0,0,0,0,0
new subtable "0,1;1,1;2,1"
object category "I_OBJ_Bone",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_GEN_Valuables_Jewelry_Silver",1,0,0,0,0,0,0,0
object category "T_Gold_Stash_Poor",1,0,0,0,0,0,0,0
object category "T_Gold_Stash_Modest",1,0,0,0,0,0,0,0
object category "T_Alchemy_PotionOrCoating",1,0,0,0,0,0,0,0
new treasuretable "SHA_CryptFront_Sarcophagus_Wife"
new subtable "1,1"
object category "I_OBJ_Skull",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Bone",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_GEN_Valuables_Necklace_Gold",1,0,0,0,0,0,0,0
new treasuretable "SHA_Temple_Sarcophagus_Generic"
new subtable "0,1;1,1"
object category "I_OBJ_Skull",1,0,0,0,0,0,0,0
new subtable "0,1;1,1;2,1"
object category "I_OBJ_Bone",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_GEN_Valuables_Jewelry_Silver",2,0,0,0,0,0,0,0
object category "T_Exploration_Minor",1,0,0,0,0,0,0,0
new subtable "0,2;1,1"
object category "T_SHA_Temple_Candles",1,0,0,0,0,0,0,0
new treasuretable "SHA_Scrolls"
new subtable "1,1"
object category "T_Supply_Scrolls_Necro",1,0,0,0,0,0,0,0
new treasuretable "SHA_MushroomKitchen_Mushrooms"
new subtable "1,1"
object category "T_Supply_Alchemy_Mushrooms_Common",1,0,0,0,0,0,0,0
new treasuretable "SHA_MerregonTrader"
new subtable "1,1"
object category "T_Gold_Stash_Modest",1,0,0,0,0,0,0,0
new subtable "16,1"
object category "T_Alchemy_PotionOrCoating",5,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supplies_Spoiled",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_SCL_Supplies_Poor",1,0,0,0,0,0,0,0
new subtable "4,1"
object category "T_Alchemy_Coating",5,0,0,0,0,0,0,0
new subtable "0,1;1,1"
object category "T_Supply_Alchemy_Loot_Rare",1,0,0,0,0,0,0,0
new subtable "4,1"
object category "T_Scroll",5,0,0,0,0,0,0,0
new treasuretable "SHA_Temple_RustyWeapons"
new subtable "2,1;3,1;4,1"
object category "I_WPN_Dagger_Rusty",1,0,0,0,0,0,0,0
object category "I_WPN_Glaive_Rusty",1,0,0,0,0,0,0,0
object category "I_WPN_Halberd_Rusty",1,0,0,0,0,0,0,0
object category "I_WPN_Longsword_Rusty",1,0,0,0,0,0,0,0
object category "I_WPN_Pike_Rusty",1,0,0,0,0,0,0,0
object category "I_WPN_Scimitar_Rusty",1,0,0,0,0,0,0,0
object category "I_WPN_Shortsword_Rusty",1,0,0,0,0,0,0,0
object category "I_WPN_Spear_Rusty",1,0,0,0,0,0,0,0
new treasuretable "SHA_Justiciar_Generic"
new subtable "1,1"
object category "T_Gold_Pocket_Poor",1,0,0,0,0,0,0,0
object category "T_Valuables_Incense",1,0,0,0,0,0,0,0
new treasuretable "SHA_Justiciar_Ranger"
new subtable "1,1"
object category "T_Gold_Pocket_Poor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_Alchemy_Mushroom_Common",1,0,0,0,0,0,0,0
new treasuretable "SHA_Justiciar_Caster"
new subtable "1,1"
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
object category "T_Gold_Pocket_Poor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_SHA_Temple_Candles",1,0,0,0,0,0,0,0
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
object category "T_ST_Alchemy_Loot_Common",1,0,0,0,0,0,0,0
new treasuretable "SHA_Justiciar_Random"
new subtable "1,1"
object category "T_SHA_Justiciar_Generic",1,0,0,0,0,0,0,0
object category "T_SHA_Justiciar_Caster",0,0,0,0,0,0,0,0
new treasuretable "SHA_Necromancer"
new subtable "1,1"
object category "T_Gold_Pocket_Wealthy",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "T_Supply_Alchemy_Common",1,0,0,0,0,0,0,0
new subtable "4,1"
object category "T_Supply_Alchemy_Rare",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Skull",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "I_OBJ_Scroll_SpeakWithDead",1,0,0,0,0,0,0,0
new treasuretable "SHA_Necromancer_Golem"
new subtable "3,1"
object category "I_ALCH_Ingredient_Part_Shadowcursed",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new treasuretable "SHA_PlayerMirror_Reward"
new subtable "-1"
object category "I_MAG_Critical_CriticalExecution_Ring",1,0,0,0,0,0,0,0
new treasuretable "S_SHA_SilentLibrary_HiddenStash"
new subtable "-1"
object category "I_UNI_DarkJusticiar_Helmet",1,0,0,0,0,0,0,0
new treasuretable "SHA_JusticiarSkeleton_Combat_Treasure"
new subtable "-1"
object category "I_MAG_Bonded_Shield",1,0,0,0,0,0,0,0
new treasuretable "_COL"
new treasuretable "COL_Barracks_SkullLasher"
new subtable "1,1"
object category "T_Gold_Pocket_Random",1,0,0,0,0,0,0,0
new treasuretable "COL_Barracks_MistressOfSouls"
new subtable "1,1"
object category "T_Gold_Pocket_Random",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new treasuretable "COL_Morgue_Butcher"
new subtable "1,1"
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_Toy_WoodenBlock_D",1,0,0,0,0,0,0,0
new treasuretable "_WYR"
new treasuretable "BG_Commoner"
new subtable "1,1"
object category "T_Gold_Pocket_Random",1,0,0,0,0,0,0,0
new subtable "0,2;1,3"
object category "I_OBJ_Bucket",1,0,0,0,0,0,0,0
object category "I_OBJ_MilkCan",1,0,0,0,0,0,0,0
object category "I_OBJ_Needle",1,0,0,0,0,0,0,0
object category "I_OBJ_Tool_Hammer",1,0,0,0,0,0,0,0
object category "I_OBJ_Feather",1,0,0,0,0,0,0,0
new subtable "0,3;1,1"
object category "T_BGO_Supplies_Poor",1,0,0,0,0,0,0,0
new treasuretable "BG_Commoner_Poor"
new subtable "1,1"
object category "T_Gold_Meager",2,0,0,0,0,0,0,0
object category "T_Gold_Pocket_Poor",3,0,0,0,0,0,0,0
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new subtable "0,2;1,3"
object category "I_OBJ_Kitchenware_Cutlery_Spoon_Poor",1,0,0,0,0,0,0,0
object category "I_OBJ_Kitchenware_Pot_Lid",1,0,0,0,0,0,0,0
object category "I_OBJ_Kitchenware_Pot",1,0,0,0,0,0,0,0
object category "I_OBJ_Kitchenware_Pot_B",1,0,0,0,0,0,0,0
object category "I_OBJ_Kitchenware_Pot_C",1,0,0,0,0,0,0,0
object category "I_OBJ_Cauldron_Lid",1,0,0,0,0,0,0,0
object category "I_OBJ_Cauldron_Lid_B",1,0,0,0,0,0,0,0
object category "I_OBJ_Cauldron_Lid_C",1,0,0,0,0,0,0,0
object category "I_OBJ_Music_GuitarLute_Broken",1,0,0,0,0,0,0,0
object category "T_GEN_Book_Household",1,0,0,0,0,0,0,0
new subtable "0,4;1,1"
object category "T_BGO_Supplies_Poor",1,0,0,0,0,0,0,0
new treasuretable "BG_Commoner_Wealthy"
new subtable "1,1"
object category "T_Gold_Pocket_Wealthy",1,0,0,0,0,0,0,0
new subtable "0,1;1,1"
object category "I_OBJ_Hourglass",1,0,0,0,0,0,0,0
object category "T_ST_Alcohol_Valuable",1,0,0,0,0,0,0,0
object category "I_OBJ_MusicBox",1,0,0,0,0,0,0,0
object category "I_OBJ_Feather",1,0,0,0,0,0,0,0
object category "T_ST_MusicInstrument_Rare",1,0,0,0,0,0,0,0
object category "T_GEN_Book_Rich",1,0,0,0,0,0,0,0
object category "I_OBJ_HandMirror",1,0,0,0,0,0,0,0
new treasuretable "BG_Guard"
new subtable "1,1"
object category "T_Gold_Pocket_Random",1,0,0,0,0,0,0,0
new subtable "0,3;1,3"
object category "I_WPN_Torch",1,0,0,0,0,0,0,0
new subtable "0,3;1,1"
object category "T_BGO_Supplies_Poor",1,0,0,0,0,0,0,0
new treasuretable "BG_Child"
new subtable "0,2;1,2;2,1"
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
new subtable "1,1;2,1"
object category "T_GEN_Book_Children",2,0,0,0,0,0,0,0
object category "I_OBJ_GreaseBottle",1,0,0,0,0,0,0,0
object category "I_Toy_TeddyBear_Clean",1,0,0,0,0,0,0,0
object category "I_Toy_TeddyBear_Worn",1,0,0,0,0,0,0,0
object category "I_Toy_WoodenBlock_A",1,0,0,0,0,0,0,0
object category "I_Toy_WoodenBlock_B",1,0,0,0,0,0,0,0
object category "I_Toy_WoodenBlock_C",1,0,0,0,0,0,0,0
object category "I_Toy_WoodenBlock_D",1,0,0,0,0,0,0,0
object category "I_Toy_SmallBall",1,0,0,0,0,0,0,0
object category "I_OBJ_Kitchenware_Cutlery_Spoon_Poor",1,0,0,0,0,0,0,0
object category "I_OBJ_Needle",1,0,0,0,0,0,0,0
object category "T_ST_Alchemy_Herb",1,0,0,0,0,0,0,0
object category "T_ST_Alchemy_Mushroom_Common",1,0,0,0,0,0,0,0
new subtable "0,4;1,1"
object category "I_CONS_FOOD_Fruit_Apple",1,0,0,0,0,0,0,0
object category "I_CONS_FOOD_Fruit_Pear",1,0,0,0,0,0,0,0
object category "I_CONS_FOOD_Fruit_Orange",1,0,0,0,0,0,0,0
new treasuretable "BG_Bandit"
new subtable "1,1"
object category "T_Gold_Pocket_Poor",1,0,0,0,0,0,0,0
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new subtable "0,1;1,1"
object category "T_ST_Alcohol_Cheap",1,0,0,0,0,0,0,0
object category "I_OBJ_Kit_ThievesTools",1,0,0,0,0,0,0,0
object category "I_OBJ_Kit_TrapDisarm",1,0,0,0,0,0,0,0
object category "T_Valuables_Generic",1,0,0,0,0,0,0,0
new treasuretable "BG_Agent"
new subtable "1,1"
object category "T_Gold_Pocket_Poor",1,0,0,0,0,0,0,0
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
object category "T_Gold_Pocket_Normal",1,0,0,0,0,0,0,0
new subtable "0,1;1,3"
object category "I_OBJ_Kit_TrapDisarm",1,0,0,0,0,0,0,0
object category "I_OBJ_Kit_ThievesTools",1,0,0,0,0,0,0,0
object category "I_OBJ_Kit_Disguise",1,0,0,0,0,0,0,0
object category "I_OBJ_Rope",1,0,0,0,0,0,0,0
new treasuretable "GEN_Crate_Tools"
new subtable "1,1;2,1"
object category "I_OBJ_Rope",3,0,0,0,0,0,0,0
object category "I_OBJ_Tool_Hammer",3,0,0,0,0,0,0,0
object category "I_OBJ_Tool_Tong",3,0,0,0,0,0,0,0
new treasuretable "GEN_Crate_Torches"
new subtable "1,2;2,1"
object category "I_WPN_Torch",1,0,0,0,0,0,0,0
new treasuretable "GEN_Crate"
new subtable "0,1;1,1"
object category "T_GEN_Crate_Tools",3,0,0,0,0,0,0,0
object category "T_GEN_Crate_Torches",2,0,0,0,0,0,0,0
new treasuretable "GEN_Barrel_Food_Rotten"
new subtable "1,1;2,1"
object category "T_ST_Food_Rotten",1,0,0,0,0,0,0,0
new treasuretable "GEN_Barrel_Alcohol"
new subtable "1,1;2,1"
object category "T_ST_Alcohol_Cheap",3,0,0,0,0,0,0,0
object category "T_ST_Alcohol_Medium",1,0,0,0,0,0,0,0
new treasuretable "GEN_Barrel_Water"
new subtable "1,1;2,1"
object category "I_CONS_DRINK_Water_Bottle",1,0,0,0,0,0,0,0
new treasuretable "GEN_Barrel"
new subtable "0,1;1,1"
object category "T_GEN_Crate_Torches",1,0,0,0,0,0,0,0
object category "T_GEN_Barrel_Food_Rotten",1,0,0,0,0,0,0,0
object category "T_GEN_Barrel_Water",1,0,0,0,0,0,0,0
new treasuretable "WYR_Refugee_Clothes"
new subtable "2,1"
object category "T_Clothes_Poor_Random_Supply",4,0,0,0,0,0,0,0
object category "T_Clothes_Medium_Random_Supply",2,0,0,0,0,0,0,0
new treasuretable "WYR_Refugee_Kitchen"
new subtable "2,1"
object category "T_Kitchen_Poor",2,0,0,0,0,0,0,0
object category "T_Kitchen_Medium",1,0,0,0,0,0,0,0
new treasuretable "WYR_Refugee_Various"
new subtable "2,1"
object category "T_ST_MusicInstrument_Common",1,0,0,0,0,0,0,0
object category "T_GEN_Toy",1,0,0,0,0,0,0,0
new treasuretable "WYR_Refugee_Belongings"
new subtable "0,1;1,2"
object category "T_Gold_Stash_Poor",1,0,0,0,0,0,0,0
object category "T_Gold_Stash_Modest",1,0,0,0,0,0,0,0
object category "T_Gold_Stash_Normal",1,0,0,0,0,0,0,0
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
object category "T_ST_GEN_Valuables_Jewelry_Copper",1,0,0,0,0,0,0,0
object category "T_ST_GEN_Valuables_Jewelry_Silver",1,0,0,0,0,0,0,0
object category "T_ST_GEN_Valuables_Jewelry_Gold",1,0,0,0,0,0,0,0
object category "T_ST_MusicInstrument_Rare",1,0,0,0,0,0,0,0
object category "T_Clothes_Rich_Random",1,0,0,0,0,0,0,0
object category "T_Kitchen_Kitchenware_Rich",1,0,0,0,0,0,0,0
object category "T_Kitchen_Tableware_Rich",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_WYR_Refugee_Clothes",2,0,0,0,0,0,0,0
object category "T_WYR_Refugee_Kitchen",2,0,0,0,0,0,0,0
object category "T_WYR_Refugee_Various",1,0,0,0,0,0,0,0
new treasuretable "WYR_SharranInformer_Basic"
new subtable "1,1"
object category "T_Gold_Trader_Wealthy",1,0,0,0,0,0,0,0
new subtable "2,1;3,1;4,1"
object category "T_Valuables_Jewelry",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supply_Scrolls",1,0,0,0,0,0,0,0
new subtable "2,1;3,1"
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_MusicInstrument",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supplies_Vendor_Poor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Alchemy_PotionOrCoating",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_SpecialArrow",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Frost_Offhand_Dagger",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_PHB_DwarvenThrower_Warhammer",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_WYR_Hellrider_Longbow",1,0,0,0,0,0,0,0
new treasuretable "WYR_SharranInformer_Extended"
new subtable "1,1"
object category "T_WYR_SharranInformer_Basic",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_LC_Nymph_Cloak",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_OfArcanicDefense_Robe",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_SpiritualStand_Greataxe",1,0,0,0,0,0,0,0
new subtable "8,1"
object category "T_Alchemy_Coating",1,0,0,0,0,0,0,0
new subtable "6,1"
object category "T_Supply_Scroll_Single",1,0,0,0,0,0,0,0
new treasuretable "WYR_Barn_FlamingFistGuard_Supplies"
new subtable "1,1"
object category "T_Alchemy_Potion_Healing",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_WPN_Longsword_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_WPN_Mace",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_WPN_Torch",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "I_OBJ_Potion_Of_Heroism",1,0,0,0,0,0,0,0
object category "I_ALCH_Solution_Elixir_Barkskin",1,0,0,0,0,0,0,0
object category "I_ALCH_Solution_Potion_Remedy",1,0,0,0,0,0,0,0
object category "I_Supply_Scrolls_Healing_Single",1,0,0,0,0,0,0,0
new treasuretable "WYR_MundaneToolsTrader"
new subtable "5,1;6,1;7,1"
object category "I_OBJ_Tool_Hammer",4,0,0,0,0,0,0,0
object category "I_OBJ_Tool_Tong",4,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_RogueTools_Supply",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Gold_Trader_Poor",1,0,0,0,0,0,0,0
new treasuretable "WYR_Barn_Donations_Clothes"
new subtable "4,1;5,1;6,1"
object category "T_Clothes_Medium_Body",3,0,0,0,0,0,0,0
object category "T_Clothes_Rich_Body",3,0,0,0,0,0,0,0
new treasuretable "WYR_Barn_Donations_Shoes"
new subtable "3,1;4,1"
object category "T_Clothes_Medium_Shoes",2,0,0,0,0,0,0,0
object category "T_Clothes_Rich_Shoes",2,0,0,0,0,0,0,0
new treasuretable "WYR_Barn_Donations_Valuables"
new subtable "1,1"
object category "T_Gold_Stash_Wealthy",1,0,0,0,0,0,0,0
new subtable "2,1;3,1"
object category "T_Valuables_Jewelry",1,0,0,0,0,0,0,0
new treasuretable "WYR_GurHunter"
new subtable "1,1"
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
object category "T_Gold_Pocket_Poor",2,0,0,0,0,0,0,0
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new subtable "0,1;1,3"
object category "I_WPN_Torch",1,0,0,0,0,0,0,0
new subtable "1,3"
object category "T_ST_Alchemy_Herb",1,0,0,0,0,0,0,0
object category "T_ST_Alchemy_Herb_Rare",1,0,0,0,0,0,0,0
object category "T_ST_Alchemy_Loot_Common",1,0,0,0,0,0,0,0
object category "T_ST_Alchemy_Loot_Rare",1,0,0,0,0,0,0,0
object category "I_OBJ_Rope",1,0,0,0,0,0,0,0
new treasuretable "WYR_Thugs_Leader"
new subtable "1,1"
object category "T_Gold_Combat_Leader_Medium",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Valuables_Jewelry",1,0,0,0,0,0,0,0
new treasuretable "WYR_MerchantHouse_ExplosiveIngredients"
new subtable "1,1"
object category "I_ALCH_Ingredient_Loot_FireAmber",1,0,0,0,0,0,0,0
new treasuretable "WYR_OrinsImpersonation_Smith"
new subtable "1,1"
object category "T_Gold_Trader_Wealthy",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_BodyArmor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_BodyArmor_Magic",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_SecondaryArmor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_Melee_Adjusted",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_Ranged_Arrows",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_WPN_Dagger_1",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_WPN_Longbow_1",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_WPN_Spear_1",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_PHB_ElvenChain_Armor",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Steadfast_Shield",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Finesse_Glaive",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Stalker_Gloves",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Barbarian_BoneSpike_Armor",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Ambusher_Shortsword",1,0,0,0,0,0,0,0
new treasuretable "WYR_Ironhand_Worker"
new subtable "1,1"
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
object category "T_Gold_Pocket_Poor",1,0,0,0,0,0,0,0
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new subtable "1,1;2,1"
object category "I_OBJ_Kit_TrapDisarm",1,0,0,0,0,0,0,0
object category "I_OBJ_Kit_ThievesTools",1,0,0,0,0,0,0,0
object category "I_OBJ_Tool_Hammer",1,0,0,0,0,0,0,0
object category "I_OBJ_Tool_Tong",1,0,0,0,0,0,0,0
object category "I_OBJ_Metalbar_Bronze",1,0,0,0,0,0,0,0
object category "I_OBJ_Metalbar_Silver",1,0,0,0,0,0,0,0
object category "I_OBJ_Metalbar_Gold",1,0,0,0,0,0,0,0
object category "I_OBJ_MagnifyingGlass",1,0,0,0,0,0,0,0
new treasuretable "WYR_Ironhand_Magic_Merchant"
new subtable "-1"
object category "I_MAG_Martial_Exertion_Gloves",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_BG_Nimblefinger_Gloves",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Monk_Thunder_Gloves",1,0,0,0,0,0,0,0
new treasuretable "WYR_Ironhand_Merchant"
new subtable "1,1"
object category "T_WYR_Ironhand_Magic_Merchant",1,0,0,0,0,0,0,0
new subtable "2,2;3,1"
object category "I_OBJ_Scroll_RemoveCurse",1,0,0,0,0,0,0,0
new subtable "4,1"
object category "I_OBJ_Bomb_Sunflash",1,0,0,0,0,0,0,0
new subtable "5,1"
object category "T_ST_Throwable",1,0,0,0,0,0,0,0
new subtable "5,1"
object category "I_OBJ_Bomb",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_BGO_Supplies_Poor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Gold_Trader_Modest",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_Ranged_Arrows",1,0,0,0,0,0,0,0
new treasuretable "WYR_UnfortunateGnome"
new subtable "1,1"
object category "T_Gold_Trader_Normal",1,0,0,0,0,0,0,0
new subtable "5,1"
object category "T_Alchemy_Potion_Utility",1,0,0,0,0,0,0,0
new subtable "5,1"
object category "T_Alchemy_Oil",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "T_Alchemy_Potion_Healing",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "I_WPN_Torch",1,0,0,0,0,0,0,0
new subtable "7,1"
object category "I_OBJ_FireBottle",2,0,0,0,0,0,0,0
object category "I_OBJ_AcidBottle",1,0,0,0,0,0,0,0
object category "I_OBJ_Bomb",2,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_Ranged_Arrows",5,0,0,0,0,0,0,0
new subtable "3,1"
object category "I_OBJ_Kit_ThievesTools",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "I_OBJ_Kit_TrapDisarm",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_HAV_UnfortunateGnome_Magic_Trade",1,0,0,0,0,0,0,0
new subtable "7,1"
object category "T_ST_DyeRare",1,0,0,0,0,0,0,0
new subtable "-5"
object category "I_OBJ_Dye_Remover",1,0,0,0,0,0,0,0
